,Date,User,Tweet_id,Tweet
0,2020-03-22 04:01:31+00:00,IrinaInfinity2,1241575711544139778,Forza Paulo! Stay strong💪🏿💪🏿💪🏿
1,2020-03-22 04:01:49+00:00,Soy_Jamal,1241575787695722498,HAHAAHAHAH
2,2020-03-22 04:01:50+00:00,infoitinterno,1241575791688851456,Coronavirus: l'Italia chiude tutte le attività produttive non essenziali. L'annuncio del premier Conte https://t.co/t9ZWxXqynR
3,2020-03-22 04:01:50+00:00,infoitinterno,1241575792250966016,"Coronavirus. Giuseppe Conte chiude l'Italia. Solo servizi essenziali aperti, tutto chiuso! https://t.co/aMzQx6DAX4"
4,2020-03-22 04:02:01+00:00,zazoomblog,1241575837889187840,Coronavirus: Labriola (Fi) ‘servirà commissione parlamentare inchiesta su errori commessi’ -  #Coronavirus: #Labriola #‘servirà  https://t.co/MXOg8bydyn
5,2020-03-22 04:02:14+00:00,yaboiqq,1241575892310089730,"no. please, no. Il capitani del Milan."
6,2020-03-22 04:02:31+00:00,MrEcologico,1241575963625959424,"#Coronavirus, così la Repubblica Ceca ha sequestrato migliaia di mascherine inviate dalla Cina all'I… https://t.co/WG4EgQViAv via @repubblica"
7,2020-03-22 04:02:39+00:00,Notiziedi_it,1241575996773498880,"Coronavirus, Salvini: «Conte ci ha ascoltato, ma tardi». Iv: «Basta dirette Facebook, non è il Gf» https://t.co/Msc4AT2gHQ"
8,2020-03-22 04:04:13+00:00,MarcoGeraci00,1241576391071748096,"Vedere i leghisti il cui leader chiese ""pieni poteri"" lamentarsi della conferenza di #Conte alle 23(lui lavora di giorno, mica twitta come un'altro)e del mancato discorso alle camere(che sono chiuse per coronavirus)mi fa capire perchè l'Italia non ha una classe politica degna."
9,2020-03-22 04:04:20+00:00,ParliamoDiNews,1241576421237108736,"Speciale Tg1 sul coronavirus, Francesco Giorgino assente: crollano gli ascolti, il mistero in Rai – Libero Quotidiano https://t.co/MVfl89QTLv"
10,2020-03-22 04:04:21+00:00,ParliamoDiNews,1241576424974233600,"Iran: Rohani, restrizioni per coronavirus saranno allentate in 2-3 settimane | Agenzia Nova https://t.co/kaTHq1zCsD"
11,2020-03-22 04:04:25+00:00,Elizaruss,1241576441399173126,Gov Cuomo
12,2020-03-22 04:04:56+00:00,AdrianVaco,1241576571862990849,Tristemente
13,2020-03-22 04:05:01+00:00,JGiusi,1241576593052532741,"Ci spieghino tutti questi luminari come pensano di mettere il coprifuoco al mondo intero  ma soprattutto 
penso che la mancanza di una rigida gestione della sicurezza dei sanitari sia una concausa delle morti e dei contagi 
#coronavirus"
14,2020-03-22 04:05:13+00:00,Notiziedi_it,1241576643438796802,Decreto coronavirus del 20 marzo: il Governo regola lo sport all’aperto e la corsa https://t.co/42gL3vd4uU
15,2020-03-22 04:08:06+00:00,ofertarro,1241577368788975616,"Coronavirus in Veneto, le ultime notizie. Conte chiude le aziende https://t.co/cNpYe33CXY https://t.co/Iy0DgsEywO"
16,2020-03-22 04:08:29+00:00,fadhilramadhan,1241577465257922563,Forza Paolo! Forza Daniel!
17,2020-03-22 04:08:32+00:00,calciomercato_m,1241577477215944704,"CORONAVIRUS - Veretout e Roma deserta: c'è una sensazione di vuoto, di niente, è un po' spaventoso https://t.co/ADdFhSkYb6 https://t.co/3enj9uHHr9"
18,2020-03-22 04:09:18+00:00,FansCalcio,1241577670380605441,"Coronavirus, Juve: Douglas Costa lascia Torino e torna in Brasile https://t.co/Z2fC42bPgD https://t.co/fYQjOqFptl"
19,2020-03-22 04:09:53+00:00,MailSecured,1241577817608982529,"Emergenza Coronavirus, possibile taglio degli stipendi dei giocatori in NBA - Tutto Napoli..."
20,2020-03-22 04:10:12+00:00,bizcommunityit,1241577897510547456,"Coronavirus, elenco parziale delle attività produttive essenziali https://t.co/09bhebd1cp"
21,2020-03-22 04:10:27+00:00,CorriereQ,1241577959191908352,Coronavirus: anche Disney riduce la qualità dello streaming https://t.co/raBppcFvwC https://t.co/DNXj0p4rBN
22,2020-03-22 04:11:44+00:00,Trovato02Fede,1241578283076128769,Ogni exchange student che deve tornare prima a colpa del coronavirus:
